Scenario,Forecast,Date,RGDPgr_CCAR2018_Adverse,RGDPgr_CCAR2018_Baseline,RGDPgr_CCAR2018_Severely_Adverse,RealDisposableIncomegr_CCAR2018_Adverse,RealDisposableIncomegr_CCAR2018_Severely_Adverse,RealDisposableIncomegr_CCAR2018_Baseline,UE_Rate_CCAR2018_Baseline,UE_Rate_CCAR2018_Adverse,UE_Rate_CCAR2018_Severely_Adverse,UE_Growth_CCAR2018_Baseline,UE_Growth_CCAR2018_Adverse,UE_Growth_CCAR2018_Severely_Adverse,CPI_Inflation_Rate_CCAR2018_Baseline,CPI_Inflation_Rate_CCAR2018_Adverse,CPI_Inflation_Rate_CCAR2018_Severely_Adverse,3M_Treasury_Rate_CCAR2018_Baseline,3M_Treasury_Rate_CCAR2018_Adverse,3M_Treasury_Rate_CCAR2018_Severely_Adverse,5Y_Treasury_Rate_CCAR2018_Severely_Adverse,5Y_Treasury_Rate_CCAR2018_Adverse,5Y_Treasury_Rate_CCAR2018_Baseline,10Y_Treasury_Rate_CCAR2018_Adverse,10Y_Treasury_Rate_CCAR2018_Severely_Adverse,10Y_Treasury_Rate_CCAR2018_Baseline,BBB_Corporate_Yield_CCAR2018_Adverse,BBB_Corporate_Yield_CCAR2018_Severely_Adverse,BBB_Corporate_Yield_CCAR2018_Baseline,Mortgage_Rate_CCAR2018_Adverse,Mortgage_Rate_CCAR2018_Severely_Adverse,Mortgage_Rate_CCAR2018_Baseline,Prime_Rate_CCAR2018_Severely_Adverse,Prime_Rate_CCAR2018_Adverse,Prime_Rate_CCAR2018_Baseline,Dow_Jones_CCAR2018_Severely_Adverse,Dow_Jones_CCAR2018_Adverse,Dow_Jones_CCAR2018_Baseline,HPI_CCAR2018_Severely_Adverse,HPI_CCAR2018_Adverse,HPI_CCAR2018_Baseline,Commercial_RE_Index_CCAR2018_Baseline,Commercial_RE_Index_CCAR2018_Severely_Adverse,Commercial_RE_Index_CCAR2018_Adverse,VIX_CCAR2018_Severely_Adverse,VIX_CCAR2018_Adverse,VIX_CCAR2018_Baseline,EU_RGDPgr_CCAR2018_Baseline,EU_RGDPgr_CCAR2018_Adverse,EU_RGDPgr_CCAR2018_Severely_Adverse,EU_Inflation_CCAR2018_Baseline,EU_Inflation_CCAR2018_Adverse,EU_Inflation_CCAR2018_Severely_Adverse,EU_USD_Rate_CCAR2018_Baseline,EU_USD_Rate_CCAR2018_Adverse,EU_USD_Rate_CCAR2018_Severely_Adverse,UK_RGDPGR_CCAR2018_Baseline,UK_RGDPGR_CCAR2018_Adverse,UK_RGDPGR_CCAR2018_Severely_Adverse,UK_Inflation_CCAR2018_Baseline,UK_Inflation_CCAR2018_Adverse,UK_Inflation_CCAR2018_Severely_Adverse,UK_USD_Rate_CCAR2018_Baseline,UK_USD_Rate_CCAR2018_Adverse,UK_USD_Rate_CCAR2018_Severely_Adverse
Actual,No,1976 Q1,9.3,9.3,9.3,4.8,4.8,4.8,7.7,7.7,7.7,,,,4.7,4.7,4.7,4.9,4.9,4.9,7.4,7.4,7.4,7.6,7.6,7.6,9.4,9.4,9.4,8.9,8.9,8.9,6.8,6.8,6.8,,,,23.5,23.5,23.5,50.9,50.9,50.9,,,,6.7,6.7,6.7,,,,,,,6.5,6.5,6.5,14.9,14.9,14.9,1.916,1.916,1.916
Actual,No,1976 Q2,3.1,3.1,3.1,2.1,2.1,2.1,7.6,7.6,7.6,,,,3.6,3.6,3.6,5.2,5.2,5.2,7.4,7.4,7.4,7.6,7.6,7.6,9.4,9.4,9.4,8.8,8.8,8.8,6.9,6.9,6.9,,,,23.6,23.6,23.6,51.8,51.8,51.8,,,,5.2,5.2,5.2,,,,,,,-0.7,-0.7,-0.7,9.5,9.5,9.5,1.785,1.785,1.785
Actual,No,1976 Q3,2,2,2,3,3,3,7.7,7.7,7.7,,,,6.5,6.5,6.5,5.2,5.2,5.2,7.3,7.3,7.3,7.6,7.6,7.6,9.1,9.1,9.1,9,9,9,7.1,7.1,7.1,,,,24.6,24.6,24.6,52.6,52.6,52.6,,,,3.4,3.4,3.4,,,,,,,5.1,5.1,5.1,13.8,13.8,13.8,1.66,1.66,1.66
Actual,No,1976 Q4,3,3,3,2.4,2.4,2.4,7.8,7.8,7.8,,,,5.9,5.9,5.9,4.7,4.7,4.7,6.5,6.5,6.5,7.1,7.1,7.1,8.8,8.8,8.8,8.8,8.8,8.8,6.5,6.5,6.5,,,,25.5,25.5,25.5,53.4,53.4,53.4,,,,6.6,6.6,6.6,,,,,,,8.7,8.7,8.7,21.6,21.6,21.6,1.701,1.701,1.701
Actual,No,1977 Q1,4.7,4.7,4.7,-0.1,-0.1,-0.1,7.5,7.5,7.5,-2.6,-2.6,-2.6,7.5,7.5,7.5,4.6,4.6,4.6,6.8,6.8,6.8,7.2,7.2,7.2,8.8,8.8,8.8,8.7,8.7,8.7,6.3,6.3,6.3,,,,26.6,26.6,26.6,55,55,55,,,,1.7,1.7,1.7,,,,,,,0.2,0.2,0.2,21.3,21.3,21.3,1.72,1.72,1.72
Actual,No,1977 Q2,8.1,8.1,8.1,5.1,5.1,5.1,7.1,7.1,7.1,-6.58,-6.58,-6.58,7.2,7.2,7.2,4.8,4.8,4.8,6.8,6.8,6.8,7.3,7.3,7.3,8.7,8.7,8.7,8.8,8.8,8.8,6.5,6.5,6.5,,,,27.7,27.7,27.7,56,56,56,,,,0.5,0.5,0.5,,,,,,,-2.9,-2.9,-2.9,14,14,14,1.72,1.72,1.72
Actual,No,1977 Q3,7.3,7.3,7.3,6.3,6.3,6.3,6.9,6.9,6.9,-10.39,-10.39,-10.39,5.6,5.6,5.6,5.5,5.5,5.5,7,7,7,7.3,7.3,7.3,8.6,8.6,8.6,8.9,8.9,8.9,6.9,6.9,6.9,,,,28.7,28.7,28.7,57.3,57.3,57.3,,,,0.3,0.3,0.3,,,,,,,2.8,2.8,2.8,9.5,9.5,9.5,1.748,1.748,1.748
Actual,No,1977 Q4,0,0,0,7.9,7.9,7.9,6.7,6.7,6.7,-14.1,-14.1,-14.1,6,6,6,6.1,6.1,6.1,7.4,7.4,7.4,7.6,7.6,7.6,8.9,8.9,8.9,8.9,8.9,8.9,7.7,7.7,7.7,,,,29.7,29.7,29.7,58.5,58.5,58.5,,,,4.9,4.9,4.9,,,,,,,7.1,7.1,7.1,8.3,8.3,8.3,1.917,1.917,1.917
Actual,No,1978 Q1,1.4,1.4,1.4,2.9,2.9,2.9,6.3,6.3,6.3,-16,-16,-16,7.1,7.1,7.1,6.4,6.4,6.4,7.8,7.8,7.8,8,8,8,9,9,9,9.1,9.1,9.1,8,8,8,,,,30.8,30.8,30.8,59.7,59.7,59.7,,,,2.6,2.6,2.6,,,,,,,3.5,3.5,3.5,6.3,6.3,6.3,1.862,1.862,1.862
Actual,No,1978 Q2,16.5,16.5,16.5,4,4,4,6,6,6,-15.49,-15.49,-15.49,9.4,9.4,9.4,6.5,6.5,6.5,8.2,8.2,8.2,8.2,8.2,8.2,9.5,9.5,9.5,9.6,9.6,9.6,8.3,8.3,8.3,,,,31.9,31.9,31.9,61.4,61.4,61.4,,,,4.6,4.6,4.6,,,,,,,5,5,5,6.9,6.9,6.9,1.861,1.861,1.861
Actual,No,1978 Q3,4,4,4,2.9,2.9,2.9,6,6,6,-13.04,-13.04,-13.04,9.6,9.6,9.6,7.3,7.3,7.3,8.4,8.4,8.4,8.4,8.4,8.4,9.3,9.3,9.3,9.8,9.8,9.8,9.1,9.1,9.1,,,,33.1,33.1,33.1,62.9,62.9,62.9,,,,1.9,1.9,1.9,,,,,,,5.5,5.5,5.5,9.3,9.3,9.3,1.975,1.975,1.975
Actual,No,1978 Q4,5.5,5.5,5.5,3.2,3.2,3.2,5.9,5.9,5.9,-11.94,-11.94,-11.94,9.6,9.6,9.6,8.6,8.6,8.6,8.9,8.9,8.9,8.7,8.7,8.7,10.1,10.1,10.1,10.1,10.1,10.1,10.8,10.8,10.8,,,,34.2,34.2,34.2,64.6,64.6,64.6,,,,4.8,4.8,4.8,,,,,,,3.7,3.7,3.7,9.8,9.8,9.8,2.042,2.042,2.042
Actual,No,1979 Q1,0.8,0.8,0.8,4.3,4.3,4.3,5.9,5.9,5.9,-6.35,-6.35,-6.35,10.5,10.5,10.5,9.4,9.4,9.4,9.2,9.2,9.2,9,9,9,10.3,10.3,10.3,10.4,10.4,10.4,11.8,11.8,11.8,,,,35.6,35.6,35.6,66.5,66.5,66.5,,,,2.1,2.1,2.1,,,,,,,-1.6,-1.6,-1.6,13.1,13.1,13.1,2.063,2.063,2.063
Actual,No,1979 Q2,0.5,0.5,0.5,-3.4,-3.4,-3.4,5.7,5.7,5.7,-5,-5,-5,13.3,13.3,13.3,9.4,9.4,9.4,9.1,9.1,9.1,9,9,9,10.3,10.3,10.3,10.8,10.8,10.8,11.7,11.7,11.7,,,,37.2,37.2,37.2,68.5,68.5,68.5,,,,6.6,6.6,6.6,,,,,,,19,19,19,10.3,10.3,10.3,2.181,2.181,2.181
Actual,No,1979 Q3,2.9,2.9,2.9,1.9,1.9,1.9,5.9,5.9,5.9,-1.67,-1.67,-1.67,13.5,13.5,13.5,9.7,9.7,9.7,9.1,9.1,9.1,9,9,9,10.3,10.3,10.3,11.2,11.2,11.2,12.1,12.1,12.1,,,,38.6,38.6,38.6,70.6,70.6,70.6,,,,2.1,2.1,2.1,,,,,,,-8.5,-8.5,-8.5,32.1,32.1,32.1,2.203,2.203,2.203
Actual,No,1979 Q4,1,1,1,1.8,1.8,1.8,6,6,6,1.69,1.69,1.69,13.3,13.3,13.3,11.8,11.8,11.8,10.6,10.6,10.6,10.4,10.4,10.4,12.6,12.6,12.6,12.5,12.5,12.5,15.1,15.1,15.1,,,,39.9,39.9,39.9,72.1,72.1,72.1,,,,3.9,3.9,3.9,,,,,,,4.3,4.3,4.3,14.4,14.4,14.4,2.219,2.219,2.219
Actual,No,1980 Q1,1.3,1.3,1.3,1.4,1.4,1.4,6.3,6.3,6.3,6.78,6.78,6.78,16.7,16.7,16.7,13.3,13.3,13.3,12,12,12,11.8,11.8,11.8,14.8,14.8,14.8,13.7,13.7,13.7,16.4,16.4,16.4,,,,40.8,40.8,40.8,73.4,73.4,73.4,,,,3.8,3.8,3.8,,,,,,,-3.9,-3.9,-3.9,20.8,20.8,20.8,2.16,2.16,2.16
Actual,No,1980 Q2,-7.9,-7.9,-7.9,-5.7,-5.7,-5.7,7.3,7.3,7.3,28.07,28.07,28.07,14.2,14.2,14.2,9.6,9.6,9.6,10.1,10.1,10.1,10.4,10.4,10.4,12.6,12.6,12.6,14.4,14.4,14.4,16.3,16.3,16.3,,,,41.5,41.5,41.5,74.9,74.9,74.9,,,,-1.9,-1.9,-1.9,,,,,,,-7.7,-7.7,-7.7,19.5,19.5,19.5,2.356,2.356,2.356
Actual,No,1980 Q3,-0.6,-0.6,-0.6,5,5,5,7.7,7.7,7.7,30.51,30.51,30.51,7.7,7.7,7.7,9.1,9.1,9.1,10.6,10.6,10.6,10.8,10.8,10.8,13.3,13.3,13.3,12.6,12.6,12.6,11.6,11.6,11.6,,,,42.6,42.6,42.6,76.4,76.4,76.4,,,,-0.2,-0.2,-0.2,,,,,,,-0.5,-0.5,-0.5,11,11,11,2.387,2.387,2.387
Actual,No,1980 Q4,7.6,7.6,7.6,8.1,8.1,8.1,7.4,7.4,7.4,23.33,23.33,23.33,11.7,11.7,11.7,13.6,13.6,13.6,12.5,12.5,12.5,12.3,12.3,12.3,14.3,14.3,14.3,14.2,14.2,14.2,16.7,16.7,16.7,,,,43.5,43.5,43.5,78.8,78.8,78.8,,,,0.2,0.2,0.2,,,,,,,-4.2,-4.2,-4.2,10,10,10,2.389,2.389,2.389
Actual,No,1981 Q1,8.5,8.5,8.5,-1.5,-1.5,-1.5,7.4,7.4,7.4,17.46,17.46,17.46,11.5,11.5,11.5,14.4,14.4,14.4,12.9,12.9,12.9,12.8,12.8,12.8,14.8,14.8,14.8,15.1,15.1,15.1,19.2,19.2,19.2,,,,44.3,44.3,44.3,82.3,82.3,82.3,,,,0.4,0.4,0.4,,,,,,,-0.7,-0.7,-0.7,10.8,10.8,10.8,2.233,2.233,2.233
Actual,No,1981 Q2,-2.9,-2.9,-2.9,-0.1,-0.1,-0.1,7.4,7.4,7.4,1.37,1.37,1.37,8.6,8.6,8.6,14.9,14.9,14.9,13.8,13.8,13.8,13.6,13.6,13.6,16.1,16.1,16.1,16.2,16.2,16.2,18.9,18.9,18.9,,,,44.9,44.9,44.9,85.1,85.1,85.1,,,,1.2,1.2,1.2,,,,,,,1,1,1,15.3,15.3,15.3,1.93,1.93,1.93
Actual,No,1981 Q3,4.7,4.7,4.7,8.4,8.4,8.4,7.4,7.4,7.4,-3.9,-3.9,-3.9,11.6,11.6,11.6,15.1,15.1,15.1,15,15,15,14.6,14.6,14.6,17.6,17.6,17.6,17.4,17.4,17.4,20.3,20.3,20.3,,,,45.3,45.3,45.3,87.6,87.6,87.6,,,,1.1,1.1,1.1,,,,,,,4.4,4.4,4.4,9.2,9.2,9.2,1.803,1.803,1.803
Actual,No,1981 Q4,-4.6,-4.6,-4.6,0.8,0.8,0.8,8.2,8.2,8.2,10.81,10.81,10.81,6.7,6.7,6.7,11.8,11.8,11.8,13.9,13.9,13.9,13.9,13.9,13.9,16.8,16.8,16.8,17.8,17.8,17.8,17,17,17,,,,45.8,45.8,45.8,90.6,90.6,90.6,,,,0.9,0.9,0.9,,,,,,,0.5,0.5,0.5,12.2,12.2,12.2,1.915,1.915,1.915
Actual,No,1982 Q1,-6.5,-6.5,-6.5,0.5,0.5,0.5,8.8,8.8,8.8,18.92,18.92,18.92,3.6,3.6,3.6,12.8,12.8,12.8,14.2,14.2,14.2,14.1,14.1,14.1,16.7,16.7,16.7,17.4,17.4,17.4,16.3,16.3,16.3,,,,46,46,46,92.6,92.6,92.6,,,,1.7,1.7,1.7,,,,,,,0.7,0.7,0.7,8,8,8,1.781,1.781,1.781
Actual,No,1982 Q2,2.2,2.2,2.2,2.3,2.3,2.3,9.4,9.4,9.4,27.03,27.03,27.03,5.9,5.9,5.9,12.4,12.4,12.4,13.9,13.9,13.9,13.7,13.7,13.7,16.6,16.6,16.6,16.8,16.8,16.8,16.5,16.5,16.5,,,,46.1,46.1,46.1,93.5,93.5,93.5,,,,0.5,0.5,0.5,,,,,,,4.6,4.6,4.6,7.8,7.8,7.8,1.736,1.736,1.736
Actual,No,1982 Q3,-1.4,-1.4,-1.4,2.1,2.1,2.1,9.9,9.9,9.9,33.78,33.78,33.78,7.1,7.1,7.1,9.3,9.3,9.3,12.9,12.9,12.9,12.9,12.9,12.9,15.6,15.6,15.6,16.2,16.2,16.2,14.7,14.7,14.7,,,,46.1,46.1,46.1,93.8,93.8,93.8,,,,-2.1,-2.1,-2.1,,,,,,,1,1,1,4.3,4.3,4.3,1.695,1.695,1.695
Actual,No,1982 Q4,0.4,0.4,0.4,1.8,1.8,1.8,10.7,10.7,10.7,30.49,30.49,30.49,1.2,1.2,1.2,7.9,7.9,7.9,10.7,10.7,10.7,10.9,10.9,10.9,13.6,13.6,13.6,14,14,14,12,12,12,,,,46.4,46.4,46.4,93.3,93.3,93.3,,,,0.2,0.2,0.2,,,,,,,2.8,2.8,2.8,4.4,4.4,4.4,1.618,1.618,1.618
Actual,No,1983 Q1,5.3,5.3,5.3,3.5,3.5,3.5,10.4,10.4,10.4,18.18,18.18,18.18,0.3,0.3,0.3,8.1,8.1,8.1,10.4,10.4,10.4,10.7,10.7,10.7,12.9,12.9,12.9,13,13,13,10.9,10.9,10.9,,,,46.9,46.9,46.9,91.7,91.7,91.7,,,,2.7,2.7,2.7,,,,,,,7.5,7.5,7.5,3.4,3.4,3.4,1.483,1.483,1.483
Actual,No,1983 Q2,9.4,9.4,9.4,2.9,2.9,2.9,10.1,10.1,10.1,7.45,7.45,7.45,4.7,4.7,4.7,8.4,8.4,8.4,10.4,10.4,10.4,10.7,10.7,10.7,12.3,12.3,12.3,12.8,12.8,12.8,10.5,10.5,10.5,,,,47.5,47.5,47.5,90.7,90.7,90.7,,,,2.6,2.6,2.6,,,,,,,3.5,3.5,3.5,3,3,3,1.533,1.533,1.533
Actual,No,1983 Q3,8.1,8.1,8.1,6.2,6.2,6.2,9.4,9.4,9.4,-5.05,-5.05,-5.05,4,4,4,9.1,9.1,9.1,11.5,11.5,11.5,11.7,11.7,11.7,13.2,13.2,13.2,13.6,13.6,13.6,10.8,10.8,10.8,,,,48.1,48.1,48.1,90.5,90.5,90.5,,,,1,1,1,,,,,,,4.5,4.5,4.5,8,8,8,1.498,1.498,1.498
Actual,No,1983 Q4,8.5,8.5,8.5,8.9,8.9,8.9,8.5,8.5,8.5,-20.56,-20.56,-20.56,4.1,4.1,4.1,8.8,8.8,8.8,11.4,11.4,11.4,11.7,11.7,11.7,13.2,13.2,13.2,13.5,13.5,13.5,11,11,11,,,,48.7,48.7,48.7,90.4,90.4,90.4,,,,4.4,4.4,4.4,,,,,,,3.5,3.5,3.5,5.6,5.6,5.6,1.452,1.452,1.452
Actual,No,1984 Q1,8.2,8.2,8.2,8.4,8.4,8.4,7.9,7.9,7.9,-24.04,-24.04,-24.04,5.8,5.8,5.8,9.2,9.2,9.2,11.7,11.7,11.7,11.9,11.9,11.9,13.3,13.3,13.3,13.3,13.3,13.3,11.1,11.1,11.1,,,,49.4,49.4,49.4,90.5,90.5,90.5,,,,3.5,3.5,3.5,,,,,,,2.8,2.8,2.8,3.7,3.7,3.7,1.438,1.438,1.438
Actual,No,1984 Q2,7.2,7.2,7.2,6.8,6.8,6.8,7.4,7.4,7.4,-26.73,-26.73,-26.73,3.8,3.8,3.8,9.8,9.8,9.8,13,13,13,13.2,13.2,13.2,14.9,14.9,14.9,14,14,14,12.3,12.3,12.3,,,,50,50,50,91.4,91.4,91.4,,,,-1.9,-1.9,-1.9,,,,,,,-3.4,-3.4,-3.4,3.4,3.4,3.4,1.358,1.358,1.358
Actual,No,1984 Q3,4,4,4,5.6,5.6,5.6,7.4,7.4,7.4,-21.28,-21.28,-21.28,3.5,3.5,3.5,10.3,10.3,10.3,12.8,12.8,12.8,12.9,12.9,12.9,14.3,14.3,14.3,14.5,14.5,14.5,13,13,13,,,,50.6,50.6,50.6,92,92,92,,,,4.2,4.2,4.2,,,,,,,2.6,2.6,2.6,6.1,6.1,6.1,1.234,1.234,1.234
Actual,No,1984 Q4,3.2,3.2,3.2,3.3,3.3,3.3,7.3,7.3,7.3,-14.12,-14.12,-14.12,3.5,3.5,3.5,8.8,8.8,8.8,11.5,11.5,11.5,11.8,11.8,11.8,13.1,13.1,13.1,13.6,13.6,13.6,11.8,11.8,11.8,,,,51,51,51,92.5,92.5,92.5,,,,2.1,2.1,2.1,,,,,,,8.2,8.2,8.2,6.1,6.1,6.1,1.158,1.158,1.158
Actual,No,1985 Q1,4,4,4,-1,-1,-1,7.2,7.2,7.2,-8.86,-8.86,-8.86,3.7,3.7,3.7,8.2,8.2,8.2,11.3,11.3,11.3,11.6,11.6,11.6,13,13,13,13.1,13.1,13.1,10.5,10.5,10.5,,,,51.7,51.7,51.7,93.2,93.2,93.2,,,,0.9,0.9,0.9,,,,,,,3.4,3.4,3.4,6.3,6.3,6.3,1.236,1.236,1.236
Actual,No,1985 Q2,3.7,3.7,3.7,7.9,7.9,7.9,7.3,7.3,7.3,-1.35,-1.35,-1.35,3.7,3.7,3.7,7.5,7.5,7.5,10.5,10.5,10.5,10.9,10.9,10.9,12.3,12.3,12.3,12.8,12.8,12.8,10.2,10.2,10.2,,,,52.6,52.6,52.6,93.4,93.4,93.4,,,,3.9,3.9,3.9,,,,,,,8.8,8.8,8.8,9.6,9.6,9.6,1.31,1.31,1.31
Actual,No,1985 Q3,6.4,6.4,6.4,-1.3,-1.3,-1.3,7.2,7.2,7.2,-2.7,-2.7,-2.7,2.5,2.5,2.5,7.1,7.1,7.1,10,10,10,10.5,10.5,10.5,11.8,11.8,11.8,12.1,12.1,12.1,9.5,9.5,9.5,,,,53.3,53.3,53.3,93.9,93.9,93.9,,,,3.4,3.4,3.4,,,,,,,0.4,0.4,0.4,3.6,3.6,3.6,1.409,1.409,1.409
Actual,No,1985 Q4,3,3,3,4.7,4.7,4.7,7,7,7,-4.11,-4.11,-4.11,4.1,4.1,4.1,7.2,7.2,7.2,9.4,9.4,9.4,10,10,10,11.2,11.2,11.2,11.7,11.7,11.7,9.5,9.5,9.5,,,,54.3,54.3,54.3,92.3,92.3,92.3,,,,2.4,2.4,2.4,,,,,,,1,1,1,2.5,2.5,2.5,1.445,1.445,1.445
Actual,No,1986 Q1,3.8,3.8,3.8,5.1,5.1,5.1,7,7,7,-2.78,-2.78,-2.78,2.1,2.1,2.1,6.9,6.9,6.9,8.4,8.4,8.4,8.8,8.8,8.8,10.4,10.4,10.4,10.6,10.6,10.6,9.4,9.4,9.4,,,,55.3,55.3,55.3,94.1,94.1,94.1,,,,-1.4,-1.4,-1.4,,,,,,,4.6,4.6,4.6,4,4,4,1.474,1.474,1.474
Actual,No,1986 Q2,1.8,1.8,1.8,5.4,5.4,5.4,7.2,7.2,7.2,-1.37,-1.37,-1.37,-1.9,-1.9,-1.9,6.1,6.1,6.1,7.7,7.7,7.7,7.9,7.9,7.9,10.1,10.1,10.1,10.2,10.2,10.2,8.6,8.6,8.6,,,,56.4,56.4,56.4,95.9,95.9,95.9,,,,7.5,7.5,7.5,,,,,,,3,3,3,1,1,1,1.532,1.532,1.532
Actual,No,1986 Q3,4.1,4.1,4.1,2.9,2.9,2.9,7,7,7,-2.78,-2.78,-2.78,2.5,2.5,2.5,5.5,5.5,5.5,7.3,7.3,7.3,7.7,7.7,7.7,9.8,9.8,9.8,10.2,10.2,10.2,7.9,7.9,7.9,,,,57.7,57.7,57.7,97.3,97.3,97.3,,,,2,2,2,,,,,,,1.8,1.8,1.8,3.2,3.2,3.2,1.447,1.447,1.447
Actual,No,1986 Q4,2.1,2.1,2.1,0.7,0.7,0.7,6.8,6.8,6.8,-2.86,-2.86,-2.86,2.8,2.8,2.8,5.4,5.4,5.4,7,7,7,7.6,7.6,7.6,9.6,9.6,9.6,9.7,9.7,9.7,7.5,7.5,7.5,,,,59,59,59,98.7,98.7,98.7,,,,1,1,1,,,,,,,7.2,7.2,7.2,5.7,5.7,5.7,1.483,1.483,1.483
