Scenario,Forecast,Date,RGDPgr_CCAR2018_Adverse,RGDPgr_CCAR2018_Baseline,RGDPgr_CCAR2018_Severely_Adverse,RealDisposableIncomegr_CCAR2018_Adverse,RealDisposableIncomegr_CCAR2018_Severely_Adverse,RealDisposableIncomegr_CCAR2018_Baseline,UE_Rate_CCAR2018_Baseline,UE_Rate_CCAR2018_Adverse,UE_Rate_CCAR2018_Severely_Adverse,UE_Growth_CCAR2018_Baseline,UE_Growth_CCAR2018_Adverse,UE_Growth_CCAR2018_Severely_Adverse,CPI_Inflation_Rate_CCAR2018_Baseline,CPI_Inflation_Rate_CCAR2018_Adverse,CPI_Inflation_Rate_CCAR2018_Severely_Adverse,3M_Treasury_Rate_CCAR2018_Baseline,3M_Treasury_Rate_CCAR2018_Adverse,3M_Treasury_Rate_CCAR2018_Severely_Adverse,5Y_Treasury_Rate_CCAR2018_Severely_Adverse,5Y_Treasury_Rate_CCAR2018_Adverse,5Y_Treasury_Rate_CCAR2018_Baseline,10Y_Treasury_Rate_CCAR2018_Adverse,10Y_Treasury_Rate_CCAR2018_Severely_Adverse,10Y_Treasury_Rate_CCAR2018_Baseline,BBB_Corporate_Yield_CCAR2018_Adverse,BBB_Corporate_Yield_CCAR2018_Severely_Adverse,BBB_Corporate_Yield_CCAR2018_Baseline,Mortgage_Rate_CCAR2018_Adverse,Mortgage_Rate_CCAR2018_Severely_Adverse,Mortgage_Rate_CCAR2018_Baseline,Prime_Rate_CCAR2018_Severely_Adverse,Prime_Rate_CCAR2018_Adverse,Prime_Rate_CCAR2018_Baseline,Dow_Jones_CCAR2018_Severely_Adverse,Dow_Jones_CCAR2018_Adverse,Dow_Jones_CCAR2018_Baseline,HPI_CCAR2018_Severely_Adverse,HPI_CCAR2018_Adverse,HPI_CCAR2018_Baseline,Commercial_RE_Index_CCAR2018_Baseline,Commercial_RE_Index_CCAR2018_Severely_Adverse,Commercial_RE_Index_CCAR2018_Adverse,VIX_CCAR2018_Severely_Adverse,VIX_CCAR2018_Adverse,VIX_CCAR2018_Baseline,EU_RGDPgr_CCAR2018_Baseline,EU_RGDPgr_CCAR2018_Adverse,EU_RGDPgr_CCAR2018_Severely_Adverse,EU_Inflation_CCAR2018_Baseline,EU_Inflation_CCAR2018_Adverse,EU_Inflation_CCAR2018_Severely_Adverse,EU_USD_Rate_CCAR2018_Baseline,EU_USD_Rate_CCAR2018_Adverse,EU_USD_Rate_CCAR2018_Severely_Adverse,UK_RGDPGR_CCAR2018_Baseline,UK_RGDPGR_CCAR2018_Adverse,UK_RGDPGR_CCAR2018_Severely_Adverse,UK_Inflation_CCAR2018_Baseline,UK_Inflation_CCAR2018_Adverse,UK_Inflation_CCAR2018_Severely_Adverse,UK_USD_Rate_CCAR2018_Baseline,UK_USD_Rate_CCAR2018_Adverse,UK_USD_Rate_CCAR2018_Severely_Adverse
Actual,No,1987 Q1,2.8,2.8,2.8,3.9,3.9,3.9,6.6,6.6,6.6,-5.71,-5.71,-5.71,4.9,4.9,4.9,5.5,5.5,5.5,6.9,6.9,6.9,7.4,7.4,7.4,9.1,9.1,9.1,9.1,9.1,9.1,7.5,7.5,7.5,2929.7,2929.7,2929.7,60.5,60.5,60.5,100.6,100.6,100.6,,,,-1.9,-1.9,-1.9,,,,,,,3.6,3.6,3.6,6.1,6.1,6.1,1.607,1.607,1.607
Actual,No,1987 Q2,4.6,4.6,4.6,-3.8,-3.8,-3.8,6.3,6.3,6.3,-12.5,-12.5,-12.5,4.6,4.6,4.6,5.7,5.7,5.7,8.1,8.1,8.1,8.5,8.5,8.5,9.9,9.9,9.9,10.3,10.3,10.3,8,8,8,3004.9,3004.9,3004.9,61.9,61.9,61.9,102.6,102.6,102.6,,,,6.9,6.9,6.9,,,,,,,5.9,5.9,5.9,1.9,1.9,1.9,1.613,1.613,1.613
Actual,No,1987 Q3,3.7,3.7,3.7,7.5,7.5,7.5,6,6,6,-14.29,-14.29,-14.29,4.3,4.3,4.3,6,6,6,8.5,8.5,8.5,9,9,9,10.5,10.5,10.5,10.5,10.5,10.5,8.4,8.4,8.4,3171,3171,3171,63.2,63.2,63.2,103.2,103.2,103.2,,,,4.4,4.4,4.4,,,,,,,10,10,10,3.8,3.8,3.8,1.625,1.625,1.625
Actual,No,1987 Q4,6.8,6.8,6.8,5.5,5.5,5.5,5.8,5.8,5.8,-14.71,-14.71,-14.71,3.8,3.8,3.8,5.9,5.9,5.9,8.8,8.8,8.8,9.2,9.2,9.2,10.5,10.5,10.5,10.9,10.9,10.9,8.9,8.9,8.9,2417.1,2417.1,2417.1,64.5,64.5,64.5,103.8,103.8,103.8,,,,5.2,5.2,5.2,,,,,,,4.6,4.6,4.6,4.7,4.7,4.7,1.886,1.886,1.886
Actual,No,1988 Q1,2.3,2.3,2.3,6,6,6,5.7,5.7,5.7,-13.64,-13.64,-13.64,3.2,3.2,3.2,5.7,5.7,5.7,8,8,8,8.6,8.6,8.6,9.8,9.8,9.8,10.1,10.1,10.1,8.6,8.6,8.6,2584,2584,2584,65.6,65.6,65.6,104.9,104.9,104.9,,,,2.2,2.2,2.2,,,,,,,7.4,7.4,7.4,2.6,2.6,2.6,1.887,1.887,1.887
Actual,No,1988 Q2,5.4,5.4,5.4,4.2,4.2,4.2,5.5,5.5,5.5,-12.7,-12.7,-12.7,4.7,4.7,4.7,6.2,6.2,6.2,8.5,8.5,8.5,9,9,9,10.3,10.3,10.3,10.4,10.4,10.4,8.8,8.8,8.8,2729.7,2729.7,2729.7,67.2,67.2,67.2,106.1,106.1,106.1,,,,3.7,3.7,3.7,,,,,,,2.4,2.4,2.4,2.7,2.7,2.7,1.709,1.709,1.709
Actual,No,1988 Q3,2.3,2.3,2.3,3.9,3.9,3.9,5.5,5.5,5.5,-8.33,-8.33,-8.33,5,5,5,7,7,7,8.8,8.8,8.8,9.2,9.2,9.2,10.3,10.3,10.3,10.5,10.5,10.5,9.7,9.7,9.7,2706.7,2706.7,2706.7,69.1,69.1,69.1,106.4,106.4,106.4,,,,5,5,5,,,,,,,6.3,6.3,6.3,5.8,5.8,5.8,1.691,1.691,1.691
Actual,No,1988 Q4,5.4,5.4,5.4,3.9,3.9,3.9,5.3,5.3,5.3,-8.62,-8.62,-8.62,4.4,4.4,4.4,7.7,7.7,7.7,8.8,8.8,8.8,9,9,9,10.1,10.1,10.1,10.4,10.4,10.4,10.2,10.2,10.2,2738.4,2738.4,2738.4,70.8,70.8,70.8,106.6,106.6,106.6,,,,3.8,3.8,3.8,,,,,,,3.5,3.5,3.5,4.8,4.8,4.8,1.809,1.809,1.809
Actual,No,1989 Q1,4.1,4.1,4.1,5,5,5,5.2,5.2,5.2,-8.77,-8.77,-8.77,4.6,4.6,4.6,8.5,8.5,8.5,9.4,9.4,9.4,9.3,9.3,9.3,10.4,10.4,10.4,10.8,10.8,10.8,11,11,11,2915.1,2915.1,2915.1,72.3,72.3,72.3,107.6,107.6,107.6,,,,4.8,4.8,4.8,,,,,,,1.8,1.8,1.8,6.3,6.3,6.3,1.685,1.685,1.685
Actual,No,1989 Q2,3.2,3.2,3.2,-1.2,-1.2,-1.2,5.2,5.2,5.2,-5.45,-5.45,-5.45,6.6,6.6,6.6,8.4,8.4,8.4,8.9,8.9,8.9,8.9,8.9,8.9,10,10,10,10.6,10.6,10.6,11.4,11.4,11.4,3137,3137,3137,73.3,73.3,73.3,108.6,108.6,108.6,,,,3.9,3.9,3.9,,,,,,,2.6,2.6,2.6,3.9,3.9,3.9,1.549,1.549,1.549
Actual,No,1989 Q3,3,3,3,2.8,2.8,2.8,5.2,5.2,5.2,-5.45,-5.45,-5.45,3.2,3.2,3.2,7.8,7.8,7.8,8.1,8.1,8.1,8.2,8.2,8.2,9.6,9.6,9.6,10,10,10,10.7,10.7,10.7,3426.7,3426.7,3426.7,74.3,74.3,74.3,109,109,109,,,,2.4,2.4,2.4,,,,,,,0.4,0.4,0.4,5.4,5.4,5.4,1.615,1.615,1.615
Actual,No,1989 Q4,0.8,0.8,0.8,3.3,3.3,3.3,5.4,5.4,5.4,1.89,1.89,1.89,4.1,4.1,4.1,7.7,7.7,7.7,8,8,8,8,8,8,9.5,9.5,9.5,9.8,9.8,9.8,10.5,10.5,10.5,3419.9,3419.9,3419.9,75.3,75.3,75.3,109.4,109.4,109.4,,,,4.2,4.2,4.2,,,,,,,0.4,0.4,0.4,6.7,6.7,6.7,1.615,1.615,1.615
Actual,No,1990 Q1,4.5,4.5,4.5,3.4,3.4,3.4,5.3,5.3,5.3,1.92,1.92,1.92,7.1,7.1,7.1,7.8,7.8,7.8,8.5,8.5,8.5,8.5,8.5,8.5,10.1,10.1,10.1,10.1,10.1,10.1,10,10,10,3273.5,3273.5,3273.5,76.1,76.1,76.1,108.4,108.4,108.4,27.3,27.3,27.3,5.5,5.5,5.5,,,,,,,2.7,2.7,2.7,7.7,7.7,7.7,1.648,1.648,1.648
Actual,No,1990 Q2,1.6,1.6,1.6,2.4,2.4,2.4,5.3,5.3,5.3,1.92,1.92,1.92,4,4,4,7.7,7.7,7.7,8.7,8.7,8.7,8.8,8.8,8.8,10.2,10.2,10.2,10.3,10.3,10.3,10,10,10,3424.4,3424.4,3424.4,76.2,76.2,76.2,107.5,107.5,107.5,24.2,24.2,24.2,1.8,1.8,1.8,3.1,3.1,3.1,,,,2.1,2.1,2.1,7.4,7.4,7.4,1.745,1.745,1.745
Actual,No,1990 Q3,0.1,0.1,0.1,0.1,0.1,0.1,5.7,5.7,5.7,9.62,9.62,9.62,7.1,7.1,7.1,7.5,7.5,7.5,8.5,8.5,8.5,8.8,8.8,8.8,10.2,10.2,10.2,10.1,10.1,10.1,10,10,10,2879.3,2879.3,2879.3,75.9,75.9,75.9,107,107,107,36.5,36.5,36.5,3.8,3.8,3.8,3.7,3.7,3.7,,,,-4.1,-4.1,-4.1,8.5,8.5,8.5,1.874,1.874,1.874
Actual,No,1990 Q4,-3.4,-3.4,-3.4,-3.1,-3.1,-3.1,6.1,6.1,6.1,12.96,12.96,12.96,7,7,7,7,7,7,8.1,8.1,8.1,8.5,8.5,8.5,10.3,10.3,10.3,10,10,10,10,10,10,3101.4,3101.4,3101.4,75.5,75.5,75.5,106.6,106.6,106.6,34,34,34,2.3,2.3,2.3,5.7,5.7,5.7,,,,-1.3,-1.3,-1.3,7.7,7.7,7.7,1.929,1.929,1.929
Actual,No,1991 Q1,-1.9,-1.9,-1.9,0.8,0.8,0.8,6.6,6.6,6.6,24.53,24.53,24.53,3,3,3,6,6,6,7.7,7.7,7.7,8.2,8.2,8.2,9.9,9.9,9.9,9.5,9.5,9.5,9.2,9.2,9.2,3583.7,3583.7,3583.7,75.1,75.1,75.1,105.6,105.6,105.6,36.2,36.2,36.2,2.8,2.8,2.8,3.5,3.5,3.5,,,,-1.1,-1.1,-1.1,4.3,4.3,4.3,1.749,1.749,1.749
Actual,No,1991 Q2,3.1,3.1,3.1,2.8,2.8,2.8,6.8,6.8,6.8,28.3,28.3,28.3,2.4,2.4,2.4,5.6,5.6,5.6,7.8,7.8,7.8,8.3,8.3,8.3,9.7,9.7,9.7,9.5,9.5,9.5,8.7,8.7,8.7,3545.5,3545.5,3545.5,75.4,75.4,75.4,104.6,104.6,104.6,20.1,20.1,20.1,1.2,1.2,1.2,3.5,3.5,3.5,,,,-0.5,-0.5,-0.5,13.2,13.2,13.2,1.618,1.618,1.618
Actual,No,1991 Q3,1.9,1.9,1.9,1.5,1.5,1.5,6.9,6.9,6.9,21.05,21.05,21.05,3.1,3.1,3.1,5.4,5.4,5.4,7.5,7.5,7.5,8.1,8.1,8.1,9.3,9.3,9.3,9.3,9.3,9.3,8.4,8.4,8.4,3744,3744,3744,75.3,75.3,75.3,101,101,101,21.2,21.2,21.2,-0.1,-0.1,-0.1,5.3,5.3,5.3,,,,-0.9,-0.9,-0.9,5.5,5.5,5.5,1.752,1.752,1.752
Actual,No,1991 Q4,1.8,1.8,1.8,3.5,3.5,3.5,7.1,7.1,7.1,16.39,16.39,16.39,3.4,3.4,3.4,4.5,4.5,4.5,6.7,6.7,6.7,7.5,7.5,7.5,8.8,8.8,8.8,8.7,8.7,8.7,7.6,7.6,7.6,4041.1,4041.1,4041.1,75.1,75.1,75.1,97.6,97.6,97.6,21.9,21.9,21.9,3.9,3.9,3.9,4,4,4,,,,0.6,0.6,0.6,5.4,5.4,5.4,1.866,1.866,1.866
Actual,No,1992 Q1,4.8,4.8,4.8,8.9,8.9,8.9,7.4,7.4,7.4,12.12,12.12,12.12,2.7,2.7,2.7,3.9,3.9,3.9,6.7,6.7,6.7,7.5,7.5,7.5,8.7,8.7,8.7,8.7,8.7,8.7,6.5,6.5,6.5,3961.6,3961.6,3961.6,75.2,75.2,75.2,95.4,95.4,95.4,19.8,19.8,19.8,6.2,6.2,6.2,3.2,3.2,3.2,,,,0,0,0,3.9,3.9,3.9,1.736,1.736,1.736
Actual,No,1992 Q2,4.5,4.5,4.5,4.2,4.2,4.2,7.6,7.6,7.6,11.76,11.76,11.76,3.1,3.1,3.1,3.7,3.7,3.7,6.7,6.7,6.7,7.5,7.5,7.5,8.6,8.6,8.6,8.7,8.7,8.7,6.5,6.5,6.5,3930.3,3930.3,3930.3,75.1,75.1,75.1,93.2,93.2,93.2,20.2,20.2,20.2,-3,-3,-3,3.7,3.7,3.7,,,,-0.5,-0.5,-0.5,2.3,2.3,2.3,1.904,1.904,1.904
Actual,No,1992 Q3,3.9,3.9,3.9,1.8,1.8,1.8,7.6,7.6,7.6,10.14,10.14,10.14,3.1,3.1,3.1,3.1,3.1,3.1,5.7,5.7,5.7,6.9,6.9,6.9,7.9,7.9,7.9,8,8,8,6,6,6,4024.4,4024.4,4024.4,75,75,75,90.7,90.7,90.7,16.2,16.2,16.2,-1.1,-1.1,-1.1,2.6,2.6,2.6,,,,2.6,2.6,2.6,1.7,1.7,1.7,1.779,1.779,1.779
Actual,No,1992 Q4,4.1,4.1,4.1,1.4,1.4,1.4,7.4,7.4,7.4,4.23,4.23,4.23,3.6,3.6,3.6,3.1,3.1,3.1,6,6,6,7,7,7,8.2,8.2,8.2,8.2,8.2,8.2,6,6,6,4289.7,4289.7,4289.7,75.2,75.2,75.2,88.3,88.3,88.3,21,21,21,-0.8,-0.8,-0.8,3,3,3,,,,2.8,2.8,2.8,3.1,3.1,3.1,1.513,1.513,1.513
Actual,No,1993 Q1,0.7,0.7,0.7,2.3,2.3,2.3,7.1,7.1,7.1,-4.05,-4.05,-4.05,2.9,2.9,2.9,3,3,3,5.5,5.5,5.5,6.5,6.5,6.5,7.6,7.6,7.6,7.8,7.8,7.8,6,6,6,4444.3,4444.3,4444.3,75.4,75.4,75.4,87.4,87.4,87.4,16.2,16.2,16.2,-2.7,-2.7,-2.7,4,4,4,,,,3,3,3,2.2,2.2,2.2,1.509,1.509,1.509
Actual,No,1993 Q2,2.4,2.4,2.4,0.7,0.7,0.7,7.1,7.1,7.1,-6.58,-6.58,-6.58,2.9,2.9,2.9,3,3,3,5.2,5.2,5.2,6.2,6.2,6.2,7.3,7.3,7.3,7.5,7.5,7.5,6,6,6,4449.6,4449.6,4449.6,75.8,75.8,75.8,86.5,86.5,86.5,15.3,15.3,15.3,0.3,0.3,0.3,3,3,3,,,,2,2,2,3,3,3,1.493,1.493,1.493
Actual,No,1993 Q3,2,2,2,0.2,0.2,0.2,6.8,6.8,6.8,-10.53,-10.53,-10.53,1.9,1.9,1.9,3,3,3,5,5,5,5.8,5.8,5.8,6.8,6.8,6.8,7.1,7.1,7.1,6,6,6,4601.8,4601.8,4601.8,76.4,76.4,76.4,86.4,86.4,86.4,17.3,17.3,17.3,1.7,1.7,1.7,3.1,3.1,3.1,,,,3.3,3.3,3.3,3.3,3.3,3.3,1.496,1.496,1.496
Actual,No,1993 Q4,5.4,5.4,5.4,2.6,2.6,2.6,6.6,6.6,6.6,-10.81,-10.81,-10.81,3.4,3.4,3.4,3.1,3.1,3.1,5,5,5,5.8,5.8,5.8,6.8,6.8,6.8,7,7,7,6,6,6,4657.8,4657.8,4657.8,77,77,77,86.4,86.4,86.4,15.9,15.9,15.9,1.1,1.1,1.1,2.8,2.8,2.8,,,,2.8,2.8,2.8,1.2,1.2,1.2,1.478,1.478,1.478
Actual,No,1994 Q1,4,4,4,2.8,2.8,2.8,6.6,6.6,6.6,-7.04,-7.04,-7.04,2,2,2,3.3,3.3,3.3,5.5,5.5,5.5,6.2,6.2,6.2,7.2,7.2,7.2,7.3,7.3,7.3,6,6,6,4457.7,4457.7,4457.7,77.3,77.3,77.3,87.4,87.4,87.4,20.5,20.5,20.5,3.8,3.8,3.8,2.8,2.8,2.8,,,,4.9,4.9,4.9,1.7,1.7,1.7,1.488,1.488,1.488
Actual,No,1994 Q2,5.6,5.6,5.6,4.3,4.3,4.3,6.2,6.2,6.2,-12.68,-12.68,-12.68,2.3,2.3,2.3,4,4,4,6.7,6.7,6.7,7.2,7.2,7.2,8.2,8.2,8.2,8.4,8.4,8.4,6.9,6.9,6.9,4395.2,4395.2,4395.2,77.8,77.8,77.8,88.4,88.4,88.4,23.9,23.9,23.9,2.5,2.5,2.5,2.4,2.4,2.4,,,,4.7,4.7,4.7,2,2,2,1.548,1.548,1.548
Actual,No,1994 Q3,2.4,2.4,2.4,2.4,2.4,2.4,6,6,6,-11.76,-11.76,-11.76,3.8,3.8,3.8,4.5,4.5,4.5,6.9,6.9,6.9,7.4,7.4,7.4,8.2,8.2,8.2,8.6,8.6,8.6,7.5,7.5,7.5,4605.8,4605.8,4605.8,78.1,78.1,78.1,89.3,89.3,89.3,14.9,14.9,14.9,2.7,2.7,2.7,2.7,2.7,2.7,,,,4.6,4.6,4.6,2,2,2,1.577,1.577,1.577
Actual,No,1994 Q4,4.6,4.6,4.6,5.7,5.7,5.7,5.6,5.6,5.6,-15.15,-15.15,-15.15,2.3,2.3,2.3,5.3,5.3,5.3,7.6,7.6,7.6,7.9,7.9,7.9,8.9,8.9,8.9,9.1,9.1,9.1,8.1,8.1,8.1,4540.6,4540.6,4540.6,78.5,78.5,78.5,90.4,90.4,90.4,18.4,18.4,18.4,3.2,3.2,3.2,2.4,2.4,2.4,,,,2.3,2.3,2.3,1.3,1.3,1.3,1.567,1.567,1.567
Actual,No,1995 Q1,1.4,1.4,1.4,3.9,3.9,3.9,5.5,5.5,5.5,-16.67,-16.67,-16.67,3,3,3,5.7,5.7,5.7,7.4,7.4,7.4,7.6,7.6,7.6,8.4,8.4,8.4,8.8,8.8,8.8,8.8,8.8,8.8,4920.4,4920.4,4920.4,78.8,78.8,78.8,90.6,90.6,90.6,14.3,14.3,14.3,2.2,2.2,2.2,2.4,2.4,2.4,,,,1.3,1.3,1.3,4.5,4.5,4.5,1.619,1.619,1.619
Actual,No,1995 Q2,1.4,1.4,1.4,0.9,0.9,0.9,5.7,5.7,5.7,-8.06,-8.06,-8.06,3.3,3.3,3.3,5.6,5.6,5.6,6.4,6.4,6.4,6.7,6.7,6.7,7.6,7.6,7.6,7.9,7.9,7.9,9,9,9,5348.8,5348.8,5348.8,79.3,79.3,79.3,90.5,90.5,90.5,13.5,13.5,13.5,2.4,2.4,2.4,2.7,2.7,2.7,,,,1.5,1.5,1.5,2.4,2.4,2.4,1.591,1.591,1.591
Actual,No,1995 Q3,3.5,3.5,3.5,3.6,3.6,3.6,5.7,5.7,5.7,-5,-5,-5,2,2,2,5.4,5.4,5.4,6.1,6.1,6.1,6.5,6.5,6.5,7.3,7.3,7.3,7.7,7.7,7.7,8.8,8.8,8.8,5806.6,5806.6,5806.6,79.9,79.9,79.9,91.2,91.2,91.2,13.8,13.8,13.8,1.1,1.1,1.1,2.1,2.1,2.1,,,,4,4,4,2.6,2.6,2.6,1.58,1.58,1.58
Actual,No,1995 Q4,2.9,2.9,2.9,2.3,2.3,2.3,5.6,5.6,5.6,0,0,0,2.2,2.2,2.2,5.3,5.3,5.3,5.7,5.7,5.7,6,6,6,6.8,6.8,6.8,7.3,7.3,7.3,8.7,8.7,8.7,6057.2,6057.2,6057.2,80.3,80.3,80.3,92.1,92.1,92.1,15.7,15.7,15.7,1.2,1.2,1.2,2.3,2.3,2.3,,,,1.2,1.2,1.2,2.3,2.3,2.3,1.554,1.554,1.554
Actual,No,1996 Q1,2.6,2.6,2.6,3.9,3.9,3.9,5.5,5.5,5.5,0,0,0,3.6,3.6,3.6,4.9,4.9,4.9,5.6,5.6,5.6,6,6,6,7,7,7,7.3,7.3,7.3,8.3,8.3,8.3,6365.9,6365.9,6365.9,81,81,81,92.5,92.5,92.5,20.7,20.7,20.7,0.6,0.6,0.6,2.4,2.4,2.4,,,,3.7,3.7,3.7,3.3,3.3,3.3,1.526,1.526,1.526
Actual,No,1996 Q2,7.2,7.2,7.2,3.9,3.9,3.9,5.5,5.5,5.5,-3.51,-3.51,-3.51,3.5,3.5,3.5,5,5,5,6.5,6.5,6.5,6.8,6.8,6.8,7.6,7.6,7.6,8.1,8.1,8.1,8.3,8.3,8.3,6612.8,6612.8,6612.8,81.6,81.6,81.6,92.3,92.3,92.3,20.2,20.2,20.2,2.7,2.7,2.7,2.3,2.3,2.3,,,,1.3,1.3,1.3,1.8,1.8,1.8,1.553,1.553,1.553
Actual,No,1996 Q3,3.8,3.8,3.8,3.2,3.2,3.2,5.3,5.3,5.3,-7.02,-7.02,-7.02,2.3,2.3,2.3,5.1,5.1,5.1,6.5,6.5,6.5,6.8,6.8,6.8,7.6,7.6,7.6,8.1,8.1,8.1,8.3,8.3,8.3,6765.7,6765.7,6765.7,82,82,82,90.8,90.8,90.8,21.6,21.6,21.6,2.6,2.6,2.6,1,1,1,,,,2.7,2.7,2.7,2,2,2,1.565,1.565,1.565
Actual,No,1996 Q4,4.3,4.3,4.3,2.1,2.1,2.1,5.3,5.3,5.3,-5.36,-5.36,-5.36,3.5,3.5,3.5,5,5,5,6.1,6.1,6.1,6.4,6.4,6.4,7.1,7.1,7.1,7.7,7.7,7.7,8.3,8.3,8.3,7198.3,7198.3,7198.3,82.5,82.5,82.5,92.1,92.1,92.1,22,22,22,1.8,1.8,1.8,1.8,1.8,1.8,,,,3.8,3.8,3.8,2.3,2.3,2.3,1.712,1.712,1.712
Actual,No,1997 Q1,3.1,3.1,3.1,4.1,4.1,4.1,5.2,5.2,5.2,-5.45,-5.45,-5.45,2.5,2.5,2.5,5.1,5.1,5.1,6.4,6.4,6.4,6.6,6.6,6.6,7.4,7.4,7.4,7.8,7.8,7.8,8.3,8.3,8.3,7213.5,7213.5,7213.5,83.2,83.2,83.2,103.4,103.4,103.4,22.1,22.1,22.1,0.8,0.8,0.8,2.2,2.2,2.2,,,,5.9,5.9,5.9,1.5,1.5,1.5,1.645,1.645,1.645
Actual,No,1997 Q2,6.2,6.2,6.2,3.5,3.5,3.5,5,5,5,-9.09,-9.09,-9.09,0.9,0.9,0.9,5,5,5,6.6,6.6,6.6,6.8,6.8,6.8,7.5,7.5,7.5,7.9,7.9,7.9,8.5,8.5,8.5,8396.9,8396.9,8396.9,84,84,84,101.5,101.5,101.5,21.8,21.8,21.8,5.4,5.4,5.4,0.4,0.4,0.4,,,,4.4,4.4,4.4,0.8,0.8,0.8,1.665,1.665,1.665
Actual,No,1997 Q3,5.2,5.2,5.2,4.9,4.9,4.9,4.9,4.9,4.9,-7.55,-7.55,-7.55,2,2,2,5,5,5,6.1,6.1,6.1,6.4,6.4,6.4,7.1,7.1,7.1,7.5,7.5,7.5,8.5,8.5,8.5,9180.2,9180.2,9180.2,85.1,85.1,85.1,105.3,105.3,105.3,26,26,26,3,3,3,2,2,2,,,,2.4,2.4,2.4,3.2,3.2,3.2,1.612,1.612,1.612
Actual,No,1997 Q4,3.1,3.1,3.1,5.9,5.9,5.9,4.7,4.7,4.7,-11.32,-11.32,-11.32,2.2,2.2,2.2,5.1,5.1,5.1,5.9,5.9,5.9,6,6,6,6.8,6.8,6.8,7.2,7.2,7.2,8.5,8.5,8.5,9298.2,9298.2,9298.2,86.4,86.4,86.4,113.3,113.3,113.3,38.2,38.2,38.2,4.4,4.4,4.4,1.6,1.6,1.6,,,,5,5,5,1.7,1.7,1.7,1.643,1.643,1.643
Actual,No,1998 Q1,4,4,4,8.8,8.8,8.8,4.6,4.6,4.6,-11.54,-11.54,-11.54,0.8,0.8,0.8,5.1,5.1,5.1,5.6,5.6,5.6,5.7,5.7,5.7,6.7,6.7,6.7,7.1,7.1,7.1,8.5,8.5,8.5,10494.7,10494.7,10494.7,87.9,87.9,87.9,121.7,121.7,121.7,28.7,28.7,28.7,2.5,2.5,2.5,0.7,0.7,0.7,,,,2.2,2.2,2.2,0.8,0.8,0.8,1.677,1.677,1.677
Actual,No,1998 Q2,3.9,3.9,3.9,5.7,5.7,5.7,4.4,4.4,4.4,-12,-12,-12,1.3,1.3,1.3,5,5,5,5.6,5.6,5.6,5.8,5.8,5.8,6.7,6.7,6.7,7.1,7.1,7.1,8.5,8.5,8.5,10663.6,10663.6,10663.6,89.2,89.2,89.2,119.8,119.8,119.8,26.1,26.1,26.1,1.5,1.5,1.5,1.1,1.1,1.1,,,,2.4,2.4,2.4,1.9,1.9,1.9,1.67,1.67,1.67
Actual,No,1998 Q3,5.3,5.3,5.3,4.1,4.1,4.1,4.5,4.5,4.5,-8.16,-8.16,-8.16,2.1,2.1,2.1,4.8,4.8,4.8,5.2,5.2,5.2,5.4,5.4,5.4,6.6,6.6,6.6,6.9,6.9,6.9,8.5,8.5,8.5,9346.8,9346.8,9346.8,90.8,90.8,90.8,123.5,123.5,123.5,45.3,45.3,45.3,2.3,2.3,2.3,1.2,1.2,1.2,,,,3,3,3,1.2,1.2,1.2,1.7,1.7,1.7
Actual,No,1998 Q4,6.7,6.7,6.7,3.3,3.3,3.3,4.4,4.4,4.4,-6.38,-6.38,-6.38,1.9,1.9,1.9,4.3,4.3,4.3,4.6,4.6,4.6,4.9,4.9,4.9,6.6,6.6,6.6,6.8,6.8,6.8,7.9,7.9,7.9,11317.6,11317.6,11317.6,92.5,92.5,92.5,125.9,125.9,125.9,45.7,45.7,45.7,1,1,1,0.4,0.4,0.4,,,,4.2,4.2,4.2,1.7,1.7,1.7,1.663,1.663,1.663
